amount,status,date,fee_id,affiliate_id,created_at
120,Pagado,2015-11-01,1,569,2015-06-01 00:00:00.000000000
220,Pagado,2016-10-01,1,569,2015-12-01 00:00:00.000000000
40,Pagado,2016-12-01,1,569,2016-11-01 00:00:00.000000000
40,Pagado,2017-02-01,1,569,2017-01-01 00:00:00.000000000
40,Pagado,2017-04-01,1,569,2017-03-01 00:00:00.000000000
140,Pagado,2017-11-01,1,569,2017-05-01 00:00:00.000000000
220,Pagado,2018-10-01,1,569,2017-12-01 00:00:00.000000000
40,Pagado,2018-12-01,1,569,2018-11-01 00:00:00.000000000
200,Pagado,2019-10-01,1,569,2019-01-01 00:00:00.000000000
40,Pagado,2019-12-01,1,569,2019-11-01 00:00:00.000000000
100,Pagado,2020-05-01,1,569,2020-01-01 00:00:00.000000000
140,Pagado,2020-12-01,1,569,2020-06-01 00:00:00.000000000
240,Pagado,2021-12-01,1,569,2021-01-01 00:00:00.000000000
240,Pagado,2022-12-01,1,569,2022-01-01 00:00:00.000000000
240,Pagado,2023-12-01,1,569,2023-01-01 00:00:00.000000000
300,Pagado,2024-10-01,1,569,2024-01-01 00:00:00.000000000
60,Pagado,2024-12-01,1,569,2024-11-01 00:00:00.000000000
360,Pagado,2025-12-01,1,569,2025-01-01 00:00:00.000000000
200,Pagado,2000-12-01,1,570,2000-03-01 00:00:00.000000000
100,Pagado,2001-05-01,1,570,2001-01-01 00:00:00.000000000
120,Pagado,2002-11-01,1,570,2002-06-01 00:00:00.000000000
60,Pagado,2000-09-01,1,571,2000-07-01 00:00:00.000000000
500,Pagado,2003-03-01,1,571,2001-03-01 00:00:00.000000000
40,Pagado,2003-05-01,1,571,2003-04-01 00:00:00.000000000
80,Pagado,2003-09-01,1,571,2003-06-01 00:00:00.000000000
20,Pagado,2003-10-01,1,571,2003-10-01 00:00:00.000000000
60,Pagado,2004-01-01,1,571,2003-11-01 00:00:00.000000000
20,Pagado,2004-02-01,1,571,2004-02-01 00:00:00.000000000
100,Pagado,2004-09-01,1,571,2004-05-01 00:00:00.000000000
80,Pagado,2005-01-01,1,571,2004-10-01 00:00:00.000000000
100,Pagado,2005-06-01,1,571,2005-02-01 00:00:00.000000000
100,Pagado,2005-11-01,1,571,2005-07-01 00:00:00.000000000
100,Pagado,2006-04-01,1,571,2005-12-01 00:00:00.000000000
100,Pagado,2006-09-01,1,571,2006-05-01 00:00:00.000000000
100,Pagado,2007-02-01,1,571,2006-10-01 00:00:00.000000000
20,Pagado,2007-03-01,1,571,2007-03-01 00:00:00.000000000
120,Pagado,2007-09-01,1,571,2007-04-01 00:00:00.000000000
40,Pagado,2007-11-01,1,571,2007-10-01 00:00:00.000000000
100,Pagado,2001-01-01,1,572,2000-09-01 00:00:00.000000000
100,Pagado,2001-06-01,1,572,2001-02-01 00:00:00.000000000
100,Pagado,2001-11-01,1,572,2001-07-01 00:00:00.000000000
60,Pagado,2002-03-01,1,572,2002-01-01 00:00:00.000000000
40,Pagado,2002-05-01,1,572,2002-04-01 00:00:00.000000000
40,Pagado,2002-07-01,1,572,2002-06-01 00:00:00.000000000
60,Pagado,2000-05-01,1,573,2000-03-01 00:00:00.000000000
180,Pagado,2002-06-01,1,576,2001-10-01 00:00:00.000000000
80,Pagado,2002-12-01,1,576,2002-09-01 00:00:00.000000000
60,Pagado,2003-03-01,1,576,2003-01-01 00:00:00.000000000
100,Pagado,2003-08-01,1,576,2003-04-01 00:00:00.000000000
60,Pagado,2003-11-01,1,576,2003-09-01 00:00:00.000000000
20,Pagado,2003-12-01,1,576,2003-12-01 00:00:00.000000000
102,Pagado,2004-06-01,1,576,2004-01-01 00:00:00.000000000
100,Pagado,2004-11-01,1,576,2004-07-01 00:00:00.000000000
100,Pagado,2005-12-01,1,576,2005-08-01 00:00:00.000000000
240,Pagado,2006-12-01,1,576,2006-01-01 00:00:00.000000000
180,Pagado,2007-09-01,1,576,2007-01-01 00:00:00.000000000
60,Pagado,2007-11-01,1,576,2007-10-01 00:00:00.000000000
100,Pagado,2008-05-01,1,576,2008-01-01 00:00:00.000000000
120,Pagado,2008-11-01,1,576,2008-06-01 00:00:00.000000000
240,Pagado,2009-11-01,1,576,2008-12-01 00:00:00.000000000
240,Pagado,2010-11-01,1,576,2009-12-01 00:00:00.000000000
240,Pagado,2011-11-01,1,576,2010-12-01 00:00:00.000000000
260,Pagado,2012-12-01,1,576,2011-12-01 00:00:00.000000000
240,Pagado,2013-12-01,1,576,2013-01-01 00:00:00.000000000
240,Pagado,2014-12-01,1,576,2014-01-01 00:00:00.000000000
240,Pagado,2015-12-01,1,576,2015-01-01 00:00:00.000000000
240,Pagado,2016-12-01,1,576,2016-01-01 00:00:00.000000000
240,Pagado,2017-12-01,1,576,2017-01-01 00:00:00.000000000
240,Pagado,2018-12-01,1,576,2018-01-01 00:00:00.000000000
240,Pagado,2019-12-01,1,576,2019-01-01 00:00:00.000000000
240,Pagado,2020-12-01,1,576,2020-01-01 00:00:00.000000000
240,Pagado,2021-12-01,1,576,2021-01-01 00:00:00.000000000
240,Pagado,2022-12-01,1,576,2022-01-01 00:00:00.000000000
240,Pagado,2023-12-01,1,576,2023-01-01 00:00:00.000000000
360,Pagado,2024-12-01,1,576,2024-01-01 00:00:00.000000000
100,Pagado,2000-12-01,1,577,2000-09-01 00:00:00.000000000
100,Pagado,2001-01-01,1,577,2000-09-01 00:00:00.000000000
240,Pagado,2002-01-01,1,577,2001-02-01 00:00:00.000000000
40,Pagado,2007-12-01,1,578,2007-11-01 00:00:00.000000000
60,Pagado,2001-07-01,1,579,2001-05-01 00:00:00.000000000
20,Pagado,2001-08-01,1,579,2001-08-01 00:00:00.000000000
20,Pagado,2001-09-01,1,579,2001-09-01 00:00:00.000000000
100,Pagado,2002-02-01,1,579,2001-10-01 00:00:00.000000000
40,Pagado,2002-06-01,1,579,2002-05-01 00:00:00.000000000
40,Pagado,2002-08-01,1,579,2002-07-01 00:00:00.000000000
260,Pagado,2003-09-01,1,579,2002-09-01 00:00:00.000000000
40,Pagado,2003-11-01,1,579,2003-10-01 00:00:00.000000000
20,Pagado,2003-12-01,1,579,2003-12-01 00:00:00.000000000
100,Pagado,2005-01-01,1,579,2004-09-01 00:00:00.000000000
180,Pagado,2005-10-01,1,579,2005-02-01 00:00:00.000000000
680,Pagado,2003-01-01,1,580,2000-04-01 00:00:00.000000000
500,Pagado,2005-03-01,1,580,2003-03-01 00:00:00.000000000
20,Pagado,2000-06-01,1,581,2000-06-01 00:00:00.000000000
100,Pagado,2000-11-01,1,581,2000-07-01 00:00:00.000000000
1080,Pagado,2004-10-01,1,582,2000-05-01 00:00:00.000000000
300,Pagado,2001-07-01,1,583,2000-05-01 00:00:00.000000000
200,Pagado,2004-06-01,1,583,2003-09-01 00:00:00.000000000
200,Pagado,2005-04-01,1,583,2004-05-01 00:00:00.000000000
500,Pagado,2007-05-01,1,583,2005-05-01 00:00:00.000000000
1000,Pagado,2011-07-01,1,583,2007-06-01 00:00:00.000000000
300,Pagado,2012-10-01,1,583,2011-08-01 00:00:00.000000000
1400,Pagado,2018-08-01,1,583,2012-11-01 00:00:00.000000000
500,Pagado,2020-09-01,1,583,2018-09-01 00:00:00.000000000
200,Pagado,2001-01-01,1,585,2000-04-01 00:00:00.000000000
100,Pagado,2000-09-01,1,586,2000-05-01 00:00:00.000000000
20,Pagado,2001-12-01,1,587,2001-12-01 00:00:00.000000000
40,Pagado,2009-01-01,1,587,2008-12-01 00:00:00.000000000
20,Pagado,2009-02-01,1,587,2009-02-01 00:00:00.000000000
100,Pagado,2009-07-01,1,587,2009-03-01 00:00:00.000000000
40,Pagado,2009-09-01,1,587,2009-08-01 00:00:00.000000000
40,Pagado,2009-11-01,1,587,2009-10-01 00:00:00.000000000
60,Pagado,2010-02-01,1,587,2008-12-01 00:00:00.000000000
100,Pagado,2010-07-01,1,587,2010-03-01 00:00:00.000000000
100,Pagado,2010-12-01,1,587,2010-08-01 00:00:00.000000000
220,Pagado,2011-11-01,1,587,2011-01-01 00:00:00.000000000
240,Pagado,2012-11-01,1,587,2011-12-01 00:00:00.000000000
260,Pagado,2013-12-01,1,587,2012-12-01 00:00:00.000000000
240,Pagado,2014-12-01,1,587,2014-01-01 00:00:00.000000000
40,Pagado,2015-12-01,1,587,2015-11-01 00:00:00.000000000
240,Pagado,2016-12-01,1,587,2016-01-01 00:00:00.000000000
220,Pagado,2017-11-01,1,587,2011-01-01 00:00:00.000000000
260,Pagado,2018-12-01,1,587,2017-12-01 00:00:00.000000000
240,Pagado,2019-12-01,1,587,2019-01-01 00:00:00.000000000
240,Pagado,2020-12-01,1,587,2020-01-01 00:00:00.000000000
240,Pagado,2021-12-01,1,587,2021-01-01 00:00:00.000000000
240,Pagado,2022-12-01,1,587,2022-01-01 00:00:00.000000000
240,Pagado,2023-12-01,1,587,2023-01-01 00:00:00.000000000
360,Pagado,2024-12-01,1,587,2024-01-01 00:00:00.000000000
360,Pagado,2025-12-01,1,587,2025-01-01 00:00:00.000000000
200,Pagado,2004-10-01,1,588,2004-01-01 00:00:00.000000000
100,Pagado,2005-03-01,1,588,2004-11-01 00:00:00.000000000
160,Pagado,2005-11-01,1,588,2005-04-01 00:00:00.000000000
240,Pagado,2006-11-01,1,588,2005-12-01 00:00:00.000000000
20,Pagado,2006-12-01,1,588,2006-12-01 00:00:00.000000000
800,Pagado,2010-04-01,1,588,2007-01-01 00:00:00.000000000
260,Pagado,2011-05-01,1,588,2010-05-01 00:00:00.000000000
260,Pagado,2012-06-01,1,588,2011-06-01 00:00:00.000000000
300,Pagado,2013-09-01,1,588,2012-07-01 00:00:00.000000000
200,Pagado,2014-07-01,1,588,2013-10-01 00:00:00.000000000
320,Pagado,2015-11-01,1,588,2014-08-01 00:00:00.000000000
120,Pagado,2016-05-01,1,588,2015-12-01 00:00:00.000000000
240,Pagado,2017-05-01,1,588,2016-06-01 00:00:00.000000000
600,Pagado,2019-11-01,1,588,2017-06-01 00:00:00.000000000
200,Pagado,2020-09-01,1,588,2019-12-01 00:00:00.000000000
60,Pagado,2020-12-01,1,588,2020-10-01 00:00:00.000000000
240,Pagado,2021-12-01,1,588,2021-01-01 00:00:00.000000000
240,Pagado,2022-12-01,1,588,2022-01-01 00:00:00.000000000
240,Pagado,2023-12-01,1,588,2023-01-01 00:00:00.000000000
1200,Pagado,2005-05-01,1,589,2000-05-01 00:00:00.000000000
40,Pagado,2005-07-01,1,589,2005-06-01 00:00:00.000000000
60,Pagado,2005-10-01,1,589,2005-08-01 00:00:00.000000000
100,Pagado,2000-09-01,1,590,2000-05-01 00:00:00.000000000
300,Pagado,2001-12-01,1,590,2000-10-01 00:00:00.000000000
240,Pagado,2005-05-01,1,590,2004-06-01 00:00:00.000000000
500,Pagado,2017-11-01,1,590,2005-11-01 00:00:00.000000000
500,Pagado,2019-12-01,1,590,2017-12-01 00:00:00.000000000
40,Pagado,2002-05-01,1,591,2002-04-01 00:00:00.000000000
40,Pagado,2002-07-01,1,591,2002-06-01 00:00:00.000000000
40,Pagado,2003-03-01,1,591,2003-02-01 00:00:00.000000000
60,Pagado,2003-06-01,1,591,2003-04-01 00:00:00.000000000
40,Pagado,2003-08-01,1,591,2003-07-01 00:00:00.000000000
40,Pagado,2003-10-01,1,591,2003-09-01 00:00:00.000000000
40,Pagado,2003-12-01,1,591,2003-11-01 00:00:00.000000000
40,Pagado,2004-02-01,1,591,2004-01-01 00:00:00.000000000
40,Pagado,2004-04-01,1,591,2004-03-01 00:00:00.000000000
40,Pagado,2004-06-01,1,591,2004-05-01 00:00:00.000000000
40,Pagado,2004-06-01,1,591,2004-05-01 00:00:00.000000000
40,Pagado,2004-10-01,1,591,2004-09-01 00:00:00.000000000
40,Pagado,2004-12-01,1,591,2004-11-01 00:00:00.000000000
40,Pagado,2005-02-01,1,591,2005-01-01 00:00:00.000000000
40,Pagado,2005-04-01,1,591,2005-03-01 00:00:00.000000000
40,Pagado,2005-06-01,1,591,2005-05-01 00:00:00.000000000
20,Pagado,2005-07-01,1,591,2005-07-01 00:00:00.000000000
40,Pagado,2005-09-01,1,591,2005-08-01 00:00:00.000000000
40,Pagado,2005-11-01,1,591,2005-10-01 00:00:00.000000000
40,Pagado,2006-01-01,1,591,2005-10-01 00:00:00.000000000
40,Pagado,2006-03-01,1,591,2006-02-01 00:00:00.000000000
40,Pagado,2006-05-01,1,591,2006-04-01 00:00:00.000000000
40,Pagado,2006-07-01,1,591,2006-06-01 00:00:00.000000000
40,Pagado,2006-09-01,1,591,2006-08-01 00:00:00.000000000
40,Pagado,2006-11-01,1,591,2006-10-01 00:00:00.000000000
40,Pagado,2007-01-01,1,591,2006-12-01 00:00:00.000000000
40,Pagado,2007-03-01,1,591,2007-02-01 00:00:00.000000000
140,Pagado,2007-12-01,1,591,2007-06-01 00:00:00.000000000
40,Pagado,2008-02-01,1,591,2008-01-01 00:00:00.000000000
60,Pagado,2008-05-01,1,591,2008-03-01 00:00:00.000000000
60,Pagado,2008-08-01,1,591,2008-06-01 00:00:00.000000000
40,Pagado,2008-10-01,1,591,2008-09-01 00:00:00.000000000
20,Pagado,2008-11-01,1,591,2008-11-01 00:00:00.000000000
260,Pagado,2009-12-01,1,591,2008-12-01 00:00:00.000000000
100,Pagado,2010-05-01,1,591,2010-01-01 00:00:00.000000000
140,Pagado,2010-12-01,1,591,2010-06-01 00:00:00.000000000
60,Pagado,2000-07-01,1,592,2000-05-01 00:00:00.000000000
100,Pagado,2000-12-01,1,592,2000-08-01 00:00:00.000000000
100,Pagado,2001-05-01,1,592,2001-01-01 00:00:00.000000000
400,Pagado,2003-01-01,1,592,2001-06-01 00:00:00.000000000
100,Pagado,2003-06-01,1,592,2003-02-01 00:00:00.000000000
160,Pagado,2004-02-01,1,592,2003-07-01 00:00:00.000000000
60,Pagado,2004-09-01,1,592,2004-07-01 00:00:00.000000000
60,Pagado,2004-12-01,1,592,2004-10-01 00:00:00.000000000
20,Pagado,2005-01-01,1,592,2005-01-01 00:00:00.000000000
200,Pagado,2005-11-01,1,592,2005-02-01 00:00:00.000000000
240,Pagado,2006-11-01,1,592,2005-12-01 00:00:00.000000000
100,Pagado,2008-12-01,1,592,2008-08-01 00:00:00.000000000
100,Pagado,2009-05-01,1,592,2009-01-01 00:00:00.000000000
100,Pagado,2009-10-01,1,592,2009-06-01 00:00:00.000000000
20,Pagado,2000-10-01,1,593,2000-10-01 00:00:00.000000000
60,Pagado,2004-01-01,1,593,2003-11-01 00:00:00.000000000
40,Pagado,2004-03-01,1,593,2004-02-01 00:00:00.000000000
400,Pagado,2005-11-01,1,593,2004-04-01 00:00:00.000000000
20,Pagado,2001-12-01,1,596,2001-12-01 00:00:00.000000000
200,Pagado,2002-02-01,1,597,2001-03-01 00:00:00.000000000
200,Pagado,2002-12-01,1,597,2002-03-01 00:00:00.000000000
40,Pagado,2003-02-01,1,597,2003-01-01 00:00:00.000000000
240,Pagado,2004-12-01,1,597,2004-01-01 00:00:00.000000000
40,Pagado,2004-12-01,1,597,2004-11-01 00:00:00.000000000
200,Pagado,2005-10-01,1,597,2005-01-01 00:00:00.000000000
40,Pagado,2005-12-01,1,597,2005-11-01 00:00:00.000000000
200,Pagado,2006-10-01,1,597,2006-01-01 00:00:00.000000000
200,Pagado,2007-10-01,1,597,2007-01-01 00:00:00.000000000
40,Pagado,2007-12-01,1,597,2007-11-01 00:00:00.000000000
200,Pagado,2008-10-01,1,597,2008-01-01 00:00:00.000000000
40,Pagado,2008-12-01,1,597,2008-11-01 00:00:00.000000000
200,Pagado,2009-10-01,1,597,2009-01-01 00:00:00.000000000
40,Pagado,2009-12-01,1,597,2009-11-01 00:00:00.000000000
100,Pagado,2010-05-01,1,597,2010-01-01 00:00:00.000000000
140,Pagado,2010-12-01,1,597,2010-06-01 00:00:00.000000000
100,Pagado,2011-05-01,1,597,2011-01-01 00:00:00.000000000
140,Pagado,2011-12-01,1,597,2011-06-01 00:00:00.000000000
100,Pagado,2012-05-01,1,597,2012-01-01 00:00:00.000000000
120,Pagado,2012-11-01,1,597,2012-06-01 00:00:00.000000000
20,Pagado,2012-12-01,1,597,2012-12-01 00:00:00.000000000
100,Pagado,2013-05-01,1,597,2013-01-01 00:00:00.000000000
140,Pagado,2013-12-01,1,597,2013-06-01 00:00:00.000000000
100,Pagado,2014-05-01,1,597,2014-01-01 00:00:00.000000000
100,Pagado,2014-10-01,1,597,2014-06-01 00:00:00.000000000
20,Pagado,2014-11-01,1,597,2014-11-01 00:00:00.000000000
100,Pagado,2015-04-01,1,597,2014-12-01 00:00:00.000000000
100,Pagado,2016-05-01,1,597,2016-01-01 00:00:00.000000000
40,Pagado,2016-07-01,1,597,2016-06-01 00:00:00.000000000
100,Pagado,2016-12-01,1,597,2016-08-01 00:00:00.000000000
20,Pagado,2017-01-01,1,597,2017-01-01 00:00:00.000000000
20,Pagado,2017-02-01,1,597,2017-02-01 00:00:00.000000000
20,Pagado,2017-03-01,1,597,2017-03-01 00:00:00.000000000
20,Pagado,2017-04-01,1,597,2017-04-01 00:00:00.000000000
20,Pagado,2017-05-01,1,597,2017-05-01 00:00:00.000000000
100,Pagado,2017-10-01,1,597,2017-06-01 00:00:00.000000000
40,Pagado,2017-12-01,1,597,2017-11-01 00:00:00.000000000
240,Pagado,2018-12-01,1,597,2018-01-01 00:00:00.000000000
240,Pagado,2019-12-01,1,597,2019-01-01 00:00:00.000000000
200,Pagado,2020-10-01,1,597,2020-01-01 00:00:00.000000000
40,Pagado,2020-12-01,1,597,2020-11-01 00:00:00.000000000
240,Pagado,2022-12-01,1,597,2022-01-01 00:00:00.000000000
240,Pagado,2023-12-01,1,597,2023-01-01 00:00:00.000000000
360,Pagado,2024-12-01,1,597,2024-01-01 00:00:00.000000000
240,Pagado,2025-08-01,1,597,2025-01-01 00:00:00.000000000
200,Pagado,2001-12-01,1,598,2001-03-01 00:00:00.000000000
100,Pagado,2002-05-01,1,598,2002-01-01 00:00:00.000000000
300,Pagado,2003-08-01,1,598,2002-06-01 00:00:00.000000000
100,Pagado,2004-01-01,1,598,2003-09-01 00:00:00.000000000
100,Pagado,2004-06-01,1,598,2004-02-01 00:00:00.000000000
100,Pagado,2004-11-01,1,598,2004-07-01 00:00:00.000000000
100,Pagado,2005-04-01,1,598,2004-12-01 00:00:00.000000000
100,Pagado,2005-09-01,1,598,2005-05-01 00:00:00.000000000
40,Pagado,2005-11-01,1,598,2005-10-01 00:00:00.000000000
300,Pagado,2006-12-01,1,598,2005-10-01 00:00:00.000000000
60,Pagado,2007-03-01,1,598,2007-01-01 00:00:00.000000000
100,Pagado,2007-08-01,1,598,2007-04-01 00:00:00.000000000
80,Pagado,2007-12-01,1,598,2007-09-01 00:00:00.000000000
60,Pagado,2008-03-01,1,598,2008-01-01 00:00:00.000000000
40,Pagado,2008-05-01,1,598,2008-04-01 00:00:00.000000000
40,Pagado,2008-07-01,1,598,2008-06-01 00:00:00.000000000
20,Pagado,2008-08-01,1,598,2008-08-01 00:00:00.000000000
40,Pagado,2008-10-01,1,598,2008-09-01 00:00:00.000000000
180,Pagado,2009-12-01,1,598,2009-04-01 00:00:00.000000000
220,Pagado,2010-11-01,1,598,2010-01-01 00:00:00.000000000
240,Pagado,2011-11-01,1,598,2010-12-01 00:00:00.000000000
240,Pagado,2012-11-01,1,598,2011-12-01 00:00:00.000000000
260,Pagado,2013-12-01,1,598,2012-12-01 00:00:00.000000000
220,Pagado,2014-11-01,1,598,2014-01-01 00:00:00.000000000
80,Pagado,2015-03-01,1,598,2014-12-01 00:00:00.000000000
180,Pagado,2015-12-01,1,598,2015-04-01 00:00:00.000000000
240,Pagado,2016-12-01,1,598,2016-01-01 00:00:00.000000000
240,Pagado,2017-12-01,1,598,2017-01-01 00:00:00.000000000
240,Pagado,2018-12-01,1,598,2018-01-01 00:00:00.000000000
240,Pagado,2019-12-01,1,598,2019-01-01 00:00:00.000000000
80,Pagado,2022-04-01,1,598,2022-01-01 00:00:00.000000000
160,Pagado,2022-12-01,1,598,2022-05-01 00:00:00.000000000
240,Pagado,2023-12-01,1,598,2023-01-01 00:00:00.000000000
360,Pagado,2024-12-01,1,598,2024-01-01 00:00:00.000000000
360,Pagado,2025-12-01,1,598,2025-01-01 00:00:00.000000000
100,Pagado,2000-09-01,1,600,2000-05-01 00:00:00.000000000
100,Pagado,2001-02-01,1,600,2000-10-01 00:00:00.000000000
100,Pagado,2001-12-01,1,600,2001-08-01 00:00:00.000000000
200,Pagado,2002-10-01,1,600,2002-01-01 00:00:00.000000000
100,Pagado,2003-07-01,1,600,2003-03-01 00:00:00.000000000
240,Pagado,2003-10-01,1,600,2002-11-01 00:00:00.000000000
60,Pagado,2004-01-01,1,600,2003-11-01 00:00:00.000000000
20,Pagado,2004-02-01,1,600,2004-02-01 00:00:00.000000000
20,Pagado,2004-03-01,1,600,2004-03-01 00:00:00.000000000
20,Pagado,2005-01-01,1,600,2005-01-01 00:00:00.000000000
20,Pagado,2005-02-01,1,600,2005-02-01 00:00:00.000000000
40,Pagado,2005-04-01,1,600,2005-03-01 00:00:00.000000000
20,Pagado,2005-05-01,1,600,2005-05-01 00:00:00.000000000
20,Pagado,2005-06-01,1,600,2005-06-01 00:00:00.000000000
20,Pagado,2005-07-01,1,600,2005-07-01 00:00:00.000000000
40,Pagado,2005-09-01,1,600,2005-08-01 00:00:00.000000000
40,Pagado,2005-11-01,1,600,2005-10-01 00:00:00.000000000
60,Pagado,2006-02-01,1,600,2005-12-01 00:00:00.000000000
40,Pagado,2006-04-01,1,600,2006-03-01 00:00:00.000000000
160,Pagado,2006-12-01,1,600,2006-05-01 00:00:00.000000000
60,Pagado,2007-03-01,1,600,2007-01-01 00:00:00.000000000
60,Pagado,2007-06-01,1,600,2007-04-01 00:00:00.000000000
120,Pagado,2007-12-01,1,600,2007-07-01 00:00:00.000000000
20,Pagado,2008-01-01,1,600,2008-01-01 00:00:00.000000000
40,Pagado,2008-03-01,1,600,2008-02-01 00:00:00.000000000
100,Pagado,2008-08-01,1,600,2008-04-01 00:00:00.000000000
40,Pagado,2008-10-01,1,600,2008-09-01 00:00:00.000000000
80,Pagado,2009-02-01,1,600,2008-11-01 00:00:00.000000000
40,Pagado,2009-04-01,1,600,2009-03-01 00:00:00.000000000
160,Pagado,2009-12-01,1,600,2009-05-01 00:00:00.000000000
80,Pagado,2010-04-01,1,600,2010-01-01 00:00:00.000000000
60,Pagado,2010-07-01,1,600,2010-05-01 00:00:00.000000000
100,Pagado,2010-12-01,1,600,2010-08-01 00:00:00.000000000
60,Pagado,2011-03-01,1,600,2011-01-01 00:00:00.000000000
100,Pagado,2011-08-01,1,600,2011-04-01 00:00:00.000000000
80,Pagado,2011-12-01,1,600,2011-09-01 00:00:00.000000000
100,Pagado,2012-05-01,1,600,2012-01-01 00:00:00.000000000
40,Pagado,2012-07-01,1,600,2012-06-01 00:00:00.000000000
60,Pagado,2012-10-01,1,600,2012-08-01 00:00:00.000000000
40,Pagado,2012-12-01,1,600,2012-11-01 00:00:00.000000000
160,Pagado,2013-08-01,1,600,2013-01-01 00:00:00.000000000
80,Pagado,2013-12-01,1,600,2013-09-01 00:00:00.000000000
120,Pagado,2014-06-01,1,600,2014-01-01 00:00:00.000000000
120,Pagado,2014-12-01,1,600,2014-07-01 00:00:00.000000000
240,Pagado,2015-12-01,1,600,2015-01-01 00:00:00.000000000
240,Pagado,2016-12-01,1,600,2016-01-01 00:00:00.000000000
240,Pagado,2017-12-01,1,600,2017-01-01 00:00:00.000000000
240,Pagado,2018-12-01,1,600,2018-01-01 00:00:00.000000000
240,Pagado,2019-12-01,1,600,2019-01-01 00:00:00.000000000
240,Pagado,2020-12-01,1,600,2020-01-01 00:00:00.000000000
240,Pagado,2021-12-01,1,600,2021-01-01 00:00:00.000000000
240,Pagado,2022-12-01,1,600,2022-01-01 00:00:00.000000000
240,Pagado,2023-12-01,1,600,2023-01-01 00:00:00.000000000
360,Pagado,2024-12-01,1,600,2024-01-01 00:00:00.000000000
360,Pagado,2025-12-01,1,600,2025-01-01 00:00:00.000000000
1320,Pagado,2005-10-01,1,603,2000-05-01 00:00:00.000000000
20,Pagado,2005-11-01,1,603,2005-11-01 00:00:00.000000000
100,Pagado,2006-04-01,1,603,2005-12-01 00:00:00.000000000
20,Pagado,2006-09-01,1,603,2006-09-01 00:00:00.000000000
400,Pagado,2007-12-01,1,603,2006-05-01 00:00:00.000000000
300,Pagado,2007-12-01,1,603,2006-10-01 00:00:00.000000000
40,Pagado,2008-02-01,1,603,2008-01-01 00:00:00.000000000
80,Pagado,2008-04-01,1,603,2008-01-01 00:00:00.000000000
400,Pagado,2010-03-01,1,603,2008-03-01 00:00:00.000000000
500,Pagado,2012-04-01,1,603,2010-04-01 00:00:00.000000000
1000,Pagado,2005-04-01,1,605,2000-05-01 00:00:00.000000000
200,Pagado,2006-02-01,1,605,2005-05-01 00:00:00.000000000
60,Pagado,2002-02-01,1,606,2001-12-01 00:00:00.000000000
20,Pagado,2002-03-01,1,606,2002-03-01 00:00:00.000000000
20,Pagado,2002-04-01,1,606,2002-04-01 00:00:00.000000000
20,Pagado,2002-05-01,1,606,2002-05-01 00:00:00.000000000
20,Pagado,2002-06-01,1,606,2002-06-01 00:00:00.000000000
40,Pagado,2002-08-01,1,606,2002-07-01 00:00:00.000000000
20,Pagado,2002-09-01,1,606,2002-09-01 00:00:00.000000000
20,Pagado,2002-10-01,1,606,2002-10-01 00:00:00.000000000
20,Pagado,2002-11-01,1,606,2002-11-01 00:00:00.000000000
20,Pagado,2002-12-01,1,606,2002-12-01 00:00:00.000000000
20,Pagado,2003-01-01,1,606,2003-01-01 00:00:00.000000000
20,Pagado,2003-02-01,1,606,2003-02-01 00:00:00.000000000
20,Pagado,2003-03-01,1,606,2003-03-01 00:00:00.000000000
20,Pagado,2003-03-01,1,606,2003-03-01 00:00:00.000000000
20,Pagado,2003-04-01,1,606,2003-04-01 00:00:00.000000000
40,Pagado,2003-07-01,1,606,2003-06-01 00:00:00.000000000
20,Pagado,2003-08-01,1,606,2003-08-01 00:00:00.000000000
20,Pagado,2003-09-01,1,606,2003-09-01 00:00:00.000000000
20,Pagado,2003-10-01,1,606,2003-10-01 00:00:00.000000000
20,Pagado,2003-11-01,1,606,2003-11-01 00:00:00.000000000
20,Pagado,2003-12-01,1,606,2003-12-01 00:00:00.000000000
20,Pagado,2004-01-01,1,606,2004-01-01 00:00:00.000000000
20,Pagado,2004-08-01,1,606,2004-08-01 00:00:00.000000000
20,Pagado,2004-09-01,1,606,2004-09-01 00:00:00.000000000
20,Pagado,2004-10-01,1,606,2004-10-01 00:00:00.000000000
20,Pagado,2004-11-01,1,606,2004-11-01 00:00:00.000000000
20,Pagado,2005-02-01,1,606,2005-02-01 00:00:00.000000000
40,Pagado,2005-04-01,1,606,2005-03-01 00:00:00.000000000
40,Pagado,2005-06-01,1,606,2005-05-01 00:00:00.000000000
20,Pagado,2005-07-01,1,606,2005-07-01 00:00:00.000000000
60,Pagado,2005-10-01,1,606,2005-08-01 00:00:00.000000000
20,Pagado,2005-11-01,1,606,2005-11-01 00:00:00.000000000
20,Pagado,2005-12-01,1,606,2005-12-01 00:00:00.000000000
140,Pagado,2000-11-01,1,607,2000-05-01 00:00:00.000000000
20,Pagado,2000-12-01,1,607,2000-12-01 00:00:00.000000000
200,Pagado,2001-10-01,1,607,2001-01-01 00:00:00.000000000
180,Pagado,2002-07-01,1,607,2001-11-01 00:00:00.000000000
80,Pagado,2002-11-01,1,607,2002-08-01 00:00:00.000000000
60,Pagado,2003-04-01,1,607,2003-02-01 00:00:00.000000000
60,Pagado,2004-03-01,1,607,2004-01-01 00:00:00.000000000
100,Pagado,2004-08-01,1,607,2004-04-01 00:00:00.000000000
